,index,Job Title,Salary Estimate,,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,size1,size2,state
1594,1752,Senior Data Scientist,$93K,$151K ,4.2,"CyberCoders
4.2","Newtown, PA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,201,500, PA
1595,1753,Quantitative Research Analyst,$93K,$151K ,4.6,"STEVENS CAPITAL MANAGEMENT
4.6","Philadelphia, PA","Radnor, PA",51 to 200 employees,2002,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,-1,TRUE,51,200, PA
1596,1754,Data Engineer,$93K,$151K ,5,"Maestro Technologies
5.0","Wilmington, DE","Trenton, NJ",51 to 200 employees,2003,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1,51,200, DE
1597,1755,Data Scientist I,$93K,$151K ,3.7,"Children's Hospital of Philadelphia
3.7","Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,1001,5000, PA
1598,1756,Sr Data Analyst,$93K,$151K ,2.3,"United BioSource
2.3","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",-1,1001,5000, PA
1599,1757,Sport and Data Scientist,$93K,$151K ,3.5,"Philadelphia 76ers
3.5","Gloucester City, NJ","Philadelphia, PA",201 to 500 employees,1946,Subsidiary or Business Segment,Sports & Recreation,"Arts, Entertainment & Recreation",$1 to $5 million (USD),-1,-1,201,500, NJ
1600,1758,Data Science Internship,$93K,$151K ,3.8,"Avanceon Lp
3.8","Exton, PA","Exton, PA",51 to 200 employees,-1,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,51,200, PA
1601,1759,Data Scientist,$93K,$151K ,3.6,"Comcast
3.6","Philadelphia, PA","Philadelphia, PA",10000+ employees,1963,Company - Public,-1,-1,$10+ billion (USD),"AT&T, Verizon",-1,10000+ employees,, PA
1602,1760,Data Scientist,$93K,$151K ,4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,10000+ employees,, PA
1603,1761,Data Scientist,$93K,$151K ,3.7,"Veritis Group
3.7","Philadelphia, PA","Irving, TX",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),-1,-1,51,200, PA
1604,1762,Federal - Data Scientist,$93K,$151K ,4.2,"Solekai Systems Corp
4.2","Philadelphia, PA","San Diego, CA",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,-1,1,50, PA
1605,1763,Sport and Data Scientist,$93K,$151K ,4.5,"HBSE
4.5","Camden, NJ","Camden, NJ",201 to 500 employees,2017,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1,-1,201,500, NJ
1606,1764,Data Scientist,$93K,$151K ,4.7,"Capax Global
4.7","Philadelphia, PA","Chicago, IL",51 to 200 employees,1998,Subsidiary or Business Segment,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,51,200, PA
1607,1765,Data Scientist,$93K,$151K ,3.1,"MarkMonitor
3.1","Philadelphia, PA","San Francisco, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"CSC, OpSec Security Group",-1,501,1000, PA
1608,1766,Data Scientist,$93K,$151K ,3.1,"Gryphon Technologies
3.1","Philadelphia, PA","Washington, DC",1001 to 5000 employees,-1,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,-1,1001,5000, PA
1609,1767,Data Scientist - Nationwide Opportunities,$93K,$151K ,3.9,"Amazon
3.9","Philadelphia, PA","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,10000+ employees,, PA
1610,1768,Machine Learning Engineer,$93K,$151K ,4.4,"Stratagem Group
4.4","Valley Forge, PA","Aurora, CO",1 to 50 employees,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,-1,1,50, PA
1611,1769,Quantitative Researcher – PhD Hire,$93K,$151K ,3.6,"Susquehanna International Group
3.6","Bala Cynwyd, PA","Bala Cynwyd, PA",1001 to 5000 employees,1987,Company - Private,Stock Exchanges,Finance,Unknown / Non-Applicable,-1,-1,1001,5000, PA
1612,1770,Data Scientist,$93K,$151K ,3.2,"Numeric, LLC
3.2","Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,TRUE,1,50, PA
1613,1771,Data Scientist,$93K,$151K ,3.4,"Thermo Fisher Scientific
3.4","Philadelphia, PA","Waltham, MA",10000+ employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Illumina, Agilent Technologies, Roche",-1,10000+ employees,, PA
1614,1772,Quantitative Research Analyst Internship,$93K,$151K ,3.7,"American Economic Association
3.7","Philadelphia, PA","Pittsburgh, PA",Unknown,-1,Company - Private,Investment Banking & Asset Management,Finance,$25 to $50 million (USD),-1,-1,Unknown,, PA
1615,1773,Data Scientist II,$93K,$151K ,2.9,"Black Knight Inc
2.9","Philadelphia, PA","Jacksonville, FL",5001 to 10000 employees,2013,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,-1,5001,10000, PA
1616,1774,Data Scientist,$93K,$151K ,3.7,"CSL Behring
3.7","King of Prussia, PA","King of Prussia, PA",5001 to 10000 employees,2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,-1,5001,10000, PA
1617,1775,Data Scientist,$93K,$151K ,3.4,"InterDigital Communications Corporation
3.4","Conshohocken, PA","Wilmington, DE",201 to 500 employees,-1,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1,-1,201,500, PA
1618,1776,Data Engineer I,$93K,$151K ,3.1,"Integrated Resources
3.1","Philadelphia, PA","Edison, NJ",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1,201,500, PA
1619,1777,Research Scientist,$93K,$151K ,4.1,"Temple University
4.1","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1888,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1,5001,10000, PA
1620,1778,Data Scientist,$93K,$151K ,3.2,"QVC, Inc.
3.2","West Chester, PA","West Chester, PA",10000+ employees,1986,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$5 to $10 billion (USD),-1,-1,10000+ employees,, PA
1621,1779,Data Analyst,$93K,$151K ,4.7,"STRATIS IoT Inc
4.7","Philadelphia, PA","Philadelphia, PA",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,1,50, PA
1622,1780,Data Engineer I,$93K,$151K ,-1,GHR Technology,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, PA
1623,1781,Data Engineer I,$93K,$151K ,4.7,"Voca
4.7","Philadelphia, PA","Rochester, MN",201 to 500 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Randstad, Kelly",-1,201,500, PA
1624,1782,Data Scientist,$50K,$87K ,3.1,"Contingent Network Services
3.1","Philadelphia, PA","West Chester, OH",201 to 500 employees,1984,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,-1,201,500, PA
1625,1783,Data Engineer - Azure,$50K,$87K ,3.9,"Daman, Inc.
3.9","Philadelphia, PA","Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,1,50, PA
1626,1784,Senior Data Scientist,$50K,$87K ,5,"DMA Associates
5.0","Newtown, PA","Newtown, PA",51 to 200 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,51,200, PA
1627,1785,Quantitative Research Analyst,$50K,$87K ,4.6,"Principia Consulting
4.6","Philadelphia, PA","Malvern, PA",1 to 50 employees,1995,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,1,50, PA
1628,1786,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$50K,$87K ,3.5,"Internal Revenue Service
3.5","Philadelphia, PA","Washington, DC",10000+ employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,-1,10000+ employees,, PA
1629,1787,Quantum Data Scientist (Industrial-Process sector),$50K,$87K ,3.7,"IBM
3.7","Philadelphia, PA","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,10000+ employees,, PA
1630,1788,Natural Catastrophe Research Scientist,$50K,$87K ,3.3,"Chubb
3.3","Philadelphia, PA","Zurich, Switzerland",10000+ employees,1792,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,-1,10000+ employees,, PA
1631,1789,Global Reporting and Analytics Consultant,$50K,$87K ,4,"De Lage Landen
4.0","Wayne, PA","Eindhoven, Netherlands",5001 to 10000 employees,1969,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,-1,5001,10000, PA
1632,1790,Data Scientist / Sports Scientist,$50K,$87K ,1.6,"Management Decisions, Inc.
1.6","Philadelphia, PA","Milwaukee, WI",1 to 50 employees,-1,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,1,50, PA
1633,1791,Data Analyst,$50K,$87K ,3.8,"Mondo
3.8","Philadelphia, PA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,51,200, PA
1634,1792,Data Scientist; Acurian (A PPD Company),$50K,$87K ,2.6,"Acurian
2.6","Horsham, PA","Horsham, PA",51 to 200 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,-1,51,200, PA
1635,1793,"Scientist, Oncology Translational Scientist",$50K,$87K ,3.9,"GSK
3.9","Collegeville, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",-1,10000+ employees,, PA
1636,1794,Data Analyst,$50K,$87K ,3.9,"Seer Interactive
3.9","Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2002,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,51,200, PA
1637,1795,Quantitative Research Analyst,$50K,$87K ,3.7,"American Economic Association
3.7","Philadelphia, PA","Pittsburgh, PA",Unknown,-1,Company - Private,Investment Banking & Asset Management,Finance,$25 to $50 million (USD),-1,-1,Unknown,, PA
1638,1796,Senior Data Scientist,$50K,$87K ,3.4,"Adaptimmune Ltd
3.4","Philadelphia, PA","Abingdon, United Kingdom",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,201,500, PA
1639,1797,PRINCIPAL SCIENTIST,$50K,$87K ,4,"J&J Family of Companies
4.0","Spring House, PA","New Brunswick, NJ",10000+ employees,1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Abbott, Novartis, Covidien",-1,10000+ employees,, PA
1640,1798,Data Engineer- Python,$50K,$87K ,2.8,"Becker Technical Staffing, Inc.
2.8","Philadelphia, PA","Merion Station, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,1,50, PA
1641,1799,Scientist,$50K,$87K ,3.9,"GSK
3.9","Collegeville, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",-1,10000+ employees,, PA
1642,1800,Data Scientist,$50K,$87K ,2.8,"Clarivate Analytics
2.8","Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,2016,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),"RELX, Wolters Kluwer, Informa",-1,1001,5000, PA
1643,1801,Data Engineer I,$50K,$87K ,3,"Partners Consulting, Inc.
3.0","Philadelphia, PA","Broomall, PA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,Unknown,, PA
1644,1802,Data Science Consultant,$50K,$87K ,3.8,"ZS Associates
3.8","Philadelphia, PA","Evanston, IL",5001 to 10000 employees,1983,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,5001,10000, PA
1645,1803,Retention Data Scientist,$50K,$87K ,3.6,"NewRez
3.6","Fort Washington, PA","Fort Washington, PA",1001 to 5000 employees,2018,Company - Public,Lending,Finance,$500 million to $1 billion (USD),-1,-1,1001,5000, PA
1646,1804,Senior Data Scientist,$50K,$87K ,3.1,"Penn National Gaming, Inc.
3.1","Philadelphia, PA","Wyomissing, PA",10000+ employees,1971,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),"Caesars Entertainment, MGM Resorts International",-1,10000+ employees,, PA
1647,1805,Genomic Data Scientist,$50K,$87K ,3.9,"GSK
3.9","Stevenage, United Kingdom","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",-1,10000+ employees,, United Kingdom
1648,1806,Data Analyst,$50K,$87K ,4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,10000+ employees,, PA
1649,1807,Data Analyst,$50K,$87K ,3.7,"Tetra Tech, Inc.
3.7","Philadelphia, PA","Pasadena, CA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),-1,-1,10000+ employees,, PA
1650,1808,Quantitative Research Developer,$50K,$87K ,4.6,"STEVENS CAPITAL MANAGEMENT LP
4.6","Philadelphia, PA","Radnor, PA",51 to 200 employees,2002,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,-1,TRUE,51,200, PA
1651,1809,Data Analyst,$50K,$87K ,3.6,"Red Tettemer
3.6","Philadelphia, PA","Philadelphia, PA",51 to 200 employees,-1,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,TRUE,51,200, PA
1652,1810,Data Engineer I,$50K,$87K ,2.7,"Staffing the Universe
2.7","Philadelphia, PA","East Brunswick, NJ",1001 to 5000 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,1001,5000, PA
1653,1811,Scientist,$50K,$87K ,3.8,"Apex Systems
3.8","Springhouse Branch Post Office, PA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE,1001,5000, PA
1654,1812,Modeling and Simulation / MBSE Tools Data Scientist,$71K,$117K ,3.3,"The GBS Group
3.3","Philadelphia, PA","Virginia Beach, VA",51 to 200 employees,2005,Company - Private,Architectural & Engineering Services,Business Services,Unknown / Non-Applicable,-1,-1,51,200, PA
1655,1813,Research scientist,$71K,$117K ,4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,10000+ employees,, PA
1656,1814,Data Scientist II - Cell & Gene Therapy,$71K,$117K ,3.7,"CHOP
3.7","Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,1001,5000, PA
1657,1815,Bioprocess Scientist/Senior Bioprocess Scientist,$71K,$117K ,4.7,"Riffyn, Inc
4.7","Philadelphia, PA","Oakland, CA",1 to 50 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,-1,1,50, PA
1658,1816,Business Intelligence Analyst,$71K,$117K ,3.6,"Jornaya
3.6","Conshohocken, PA","Conshohocken, PA",51 to 200 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,-1,51,200, PA
1659,1817,Sr. Data Scientist,$71K,$117K ,3.6,"Comcast
3.6","Philadelphia, PA","Philadelphia, PA",10000+ employees,1963,Company - Public,-1,-1,$10+ billion (USD),"AT&T, Verizon",-1,10000+ employees,, PA
1660,1818,Analytical Scientist I,$71K,$117K ,3.6,"Quotient Sciences
3.6","Boothwyn, PA","Nottingham, United Kingdom",501 to 1000 employees,1990,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,-1,501,1000, PA
1661,1819,Data Analyst,$71K,$117K ,3.5,"FINRA
3.5","Philadelphia, PA","Washington, DC",1001 to 5000 employees,2007,Nonprofit Organization,Brokerage Services,Finance,$500 million to $1 billion (USD),-1,-1,1001,5000, PA
1662,1820,Python Data Engineer,$71K,$117K ,4,"WalkerHealthcareIT
4.0","Philadelphia, PA","Bloomfield Hills, MI",51 to 200 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,51,200, PA
1663,1821,IS Data Engineer I,$71K,$117K ,3.7,"CHOP
3.7","Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,1001,5000, PA
1664,1822,Data Analyst,$71K,$117K ,4.1,"Collabera
4.1","Philadelphia, PA","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,10000+ employees,, PA
1665,1823,Principal Data Scientist- Public Sector,$71K,$117K ,3.7,"IBM
3.7","Philadelphia, PA","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,10000+ employees,, PA
1666,1824,Data Analyst,$71K,$117K ,2.4,"PMHCC Inc.
2.4","Philadelphia, PA","Philadelphia, PA",501 to 1000 employees,1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,501,1000, PA
1667,1825,Human Factors Scientist,$71K,$117K ,3.5,"Exponent
3.5","Philadelphia, PA","Menlo Park, CA",1001 to 5000 employees,1967,Company - Public,Consulting,Business Services,$100 to $500 million (USD),-1,-1,1001,5000, PA
1668,1826,Data Analyst,$71K,$117K ,3.9,"Ampcus Incorporated
3.9","Philadelphia, PA","Chantilly, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,-1,501,1000, PA
1669,1827,Senior Data Scientist,$71K,$117K ,1,"Sphinix Solutions
1.0","Philadelphia, PA","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1,1,50, PA
1670,1828,Data Engineer,$71K,$117K ,3.5,"Slyce
3.5","Philadelphia, PA","Philadelphia, PA",1 to 50 employees,2012,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Cortexica Vision Systems, Image Searcher",-1,1,50, PA
1671,1829,Data Analyst,$71K,$117K ,3.8,"Apex Systems
3.8","Philadelphia, PA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE,1001,5000, PA
1672,1830,Lead Data Scientist,$71K,$117K ,2.7,"WebbMason Analytics
2.7","Philadelphia, PA","Hunt Valley, MD",201 to 500 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,-1,201,500, PA
1673,1831,Junior Data Analyst,$71K,$117K ,5,"Staffigo Technical Services, LLC
5.0","Philadelphia, PA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,51,200, PA
1674,1832,Business Data Analyst,$71K,$117K ,3.5,"Dextro Software Systems
3.5","Bensalem, PA","Princeton Junction, NJ",51 to 200 employees,1993,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Vaptech,TRUE,51,200, PA
1675,1833,"Sr. Data Scientist, Database Marketing",$71K,$117K ,3.9,"PayPal
3.9","Conshohocken, PA","San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",-1,10000+ employees,, PA
